Wall time,Step,Value
1600891801.067902,0,4.58344841003418
1600891810.582279,1,3.2322170734405518
1600891820.082238,2,2.579446315765381
1600891829.577316,3,2.233182907104492
1600891839.075829,4,2.026440382003784
1600891848.566439,5,1.8894741535186768
1600891858.155266,6,1.7925115823745728
1600891867.863028,7,1.734857439994812
1600891877.38438,8,1.6968111991882324
1600891886.888983,9,1.644538164138794
1600891896.381238,10,1.6181209087371826
1600891905.870443,11,1.5797139406204224
1600891915.309609,12,1.5532268285751343
1600891924.860121,13,1.5575027465820312
1600891934.308142,14,1.5255851745605469
1600891943.81235,15,1.494697093963623
1600891953.296755,16,1.4800992012023926
1600891962.783693,17,1.462671160697937
1600891972.22297,18,1.4308819770812988
1600891981.76139,19,1.4207898378372192
1600891991.221947,20,1.4151861667633057
1600892000.735695,21,1.4013842344284058
1600892010.290499,22,1.3731533288955688
1600892019.741704,23,1.3649550676345825
1600892029.235097,24,1.3586994409561157
1600892038.720161,25,1.3328789472579956
1600892048.20177,26,1.3542883396148682
1600892057.692469,27,1.3227182626724243
1600892067.201667,28,1.2959805727005005
1600892076.662345,29,1.273923635482788
1600892086.179969,30,1.27013099193573
1600892095.686143,31,1.2494783401489258
1600892105.182161,32,1.253516674041748
1600892114.678815,33,1.2576359510421753
1600892124.125089,34,1.224382996559143
1600892133.63287,35,1.2324047088623047
1600892143.111133,36,1.2044076919555664
1600892152.616733,37,1.2112594842910767
1600892162.101751,38,1.1914008855819702
1600892171.618112,39,1.1854525804519653
1600892181.122152,40,1.1565167903900146
1600892190.58423,41,1.1665196418762207
1600892200.096417,42,1.1556165218353271
1600892209.576014,43,1.142838954925537
1600892219.024813,44,1.1339576244354248
1600892228.621195,45,1.1236395835876465
1600892238.067803,46,1.1086032390594482
1600892247.545726,47,1.104020118713379
1600892257.03536,48,1.1040230989456177
1600892266.51174,49,1.0928317308425903
1600892275.980671,50,1.0826544761657715
1600892285.434454,51,1.069000482559204
1600892294.91386,52,1.0791552066802979
1600892304.421453,53,1.073146104812622
1600892313.904428,54,1.0574297904968262
1600892323.399005,55,1.067700743675232
1600892332.948614,56,1.0463227033615112
1600892342.447188,57,1.049129843711853
1600892351.993957,58,1.0335875749588013
1600892361.526123,59,1.0177879333496094
1600892370.987079,60,1.0274442434310913
1600892380.503203,61,1.0099345445632935
1600892390.029462,62,1.0057777166366577
1600892399.481733,63,1.008298635482788
1600892409.012062,64,1.010124921798706
1600892418.548172,65,1.0040634870529175
1600892428.051336,66,0.9817615151405334
1600892437.544666,67,0.9792367219924927
1600892447.057416,68,0.9788811802864075
1600892456.53017,69,0.9785364866256714
1600892466.014144,70,0.9724147915840149
1600892475.528412,71,0.9702167510986328
1600892485.058357,72,0.9617664217948914
1600892494.532797,73,0.9631927609443665
1600892504.044965,74,0.9575719833374023
1600892513.521482,75,0.9525094628334045
1600892523.029686,76,0.9485737085342407
1600892532.524513,77,0.9357466697692871
1600892542.038288,78,0.9327719807624817
1600892551.562513,79,0.9320834875106812
1600892561.122257,80,0.9302255511283875
1600892570.66464,81,0.9275692701339722
1600892580.163086,82,0.9229348301887512
1600892589.653239,83,0.9221392869949341
1600892599.181198,84,0.9093846678733826
1600892608.630582,85,0.9142574667930603
1600892618.133367,86,0.9058235883712769
1600892627.57535,87,0.9052095413208008
1600892637.101502,88,0.9030202627182007
1600892646.668825,89,0.9015508890151978
1600892656.127005,90,0.8944074511528015
1600892665.668354,91,0.8975352048873901
1600892675.136012,92,0.8913490176200867
1600892684.671249,93,0.883619487285614
1600892694.157807,94,0.8856695890426636
1600892703.657634,95,0.8806672096252441
1600892713.164006,96,0.8771529197692871
1600892722.716053,97,0.871039867401123
1600892732.166416,98,0.8736245036125183
1600892741.673781,99,0.869036853313446
1600892751.16497,100,0.8639731407165527
1600892760.677189,101,0.865375280380249
1600892770.1918,102,0.8597068190574646
1600892779.677444,103,0.8663740754127502
1600892789.239045,104,0.8546799421310425
1600892798.679689,105,0.8671777248382568
1600892808.215167,106,0.8503077626228333
1600892817.767068,107,0.8545233011245728
1600892827.255491,108,0.8592137694358826
1600892836.79587,109,0.8529698848724365
1600892846.300845,110,0.8438760042190552
1600892855.760574,111,0.8457170724868774
1600892865.241267,112,0.846977710723877
1600892874.709519,113,0.8442176580429077
1600892884.234089,114,0.8421130776405334
1600892893.735605,115,0.8456093668937683
1600892903.200076,116,0.8348328471183777
1600892912.633348,117,0.8354674577713013
1600892922.128198,118,0.8359984159469604
1600892931.655145,119,0.8358454704284668
1600892941.136032,120,0.8363876938819885
1600892950.670183,121,0.8316094875335693
1600892960.195275,122,0.832442045211792
1600892969.696235,123,0.8313369750976562
1600892979.197617,124,0.8271850943565369
1600892988.724877,125,0.8305492401123047
1600892998.217035,126,0.8188623785972595
1600893007.703827,127,0.8271721005439758
1600893017.193377,128,0.8247304558753967
1600893026.632898,129,0.8244110941886902
1600893036.066706,130,0.821715235710144
1600893045.621432,131,0.8230867385864258
1600893055.127788,132,0.8279218077659607
1600893064.590283,133,0.8149623274803162
1600893074.122093,134,0.8145220279693604
1600893083.586283,135,0.8109431266784668
1600893093.09901,136,0.8104084134101868
1600893102.574351,137,0.812906801700592
1600893112.116625,138,0.8181469440460205
1600893121.602067,139,0.8110793828964233
1600893131.127137,140,0.8151652812957764
1600893140.627957,141,0.8126176595687866
1600893150.124075,142,0.8124076128005981
1600893159.692436,143,0.8071511387825012
1600893169.153208,144,0.8117122650146484
1600893178.649311,145,0.804807722568512
